humidity,temp,time
72.28,-18.96,2018-11-18 11:03
72.12,-18.99,2018-11-18 11:08
72.22,-18.96,2018-11-18 11:13
72.48,-18.94,2018-11-18 11:18
72.73,-18.92,2018-11-18 11:23
72.58,-18.92,2018-11-18 11:28
72.06,-19.0,2018-11-18 11:38
72.22,-18.96,2018-11-18 11:43
72.51,-18.93,2018-11-18 11:48
72.74,-18.89,2018-11-18 11:53
72.63,-18.92,2018-11-18 11:58
72.19,-18.96,2018-11-18 12:03
72.04,-18.97,2018-11-18 12:08
72.17,-18.96,2018-11-18 12:13
72.44,-18.94,2018-11-18 12:18
72.66,-18.91,2018-11-18 12:24
72.38,-18.95,2018-11-18 12:29
72.01,-18.99,2018-11-18 12:34
72.0,-19.01,2018-11-18 12:39
72.21,-18.96,2018-11-18 12:44
72.47,-18.95,2018-11-18 12:49
72.71,-18.92,2018-11-18 12:54
72.51,-18.95,2018-11-18 12:59
72.12,-18.97,2018-11-18 13:04
72.07,-18.96,2018-11-18 13:09
72.25,-18.96,2018-11-18 13:14
72.54,-18.94,2018-11-18 13:19
72.72,-18.91,2018-11-18 13:24
72.44,-18.93,2018-11-18 13:29
72.06,-18.94,2018-11-18 13:34
72.08,-18.97,2018-11-18 13:39
72.27,-18.96,2018-11-18 13:44
72.54,-18.9,2018-11-18 13:49
72.7,-18.87,2018-11-18 13:54
72.38,-18.92,2018-11-18 13:59
72.06,-18.99,2018-11-18 14:04
72.05,-18.96,2018-11-18 14:09
72.28,-18.96,2018-11-18 14:14
72.56,-18.91,2018-11-18 14:19
72.72,-18.9,2018-11-18 14:25
72.39,-18.94,2018-11-18 14:30
72.04,-18.97,2018-11-18 14:35
72.04,-18.97,2018-11-18 14:40
72.25,-18.96,2018-11-18 14:45
72.54,-18.91,2018-11-18 14:50
72.65,-18.89,2018-11-18 14:55
72.27,-18.95,2018-11-18 15:00
72.05,-18.97,2018-11-18 15:10
72.29,-18.93,2018-11-18 15:15
72.56,-18.91,2018-11-18 15:20
72.7,-18.89,2018-11-18 15:25
72.31,-18.92,2018-11-18 15:30
72.02,-18.96,2018-11-18 15:35
72.11,-18.95,2018-11-18 15:40
72.3,-18.94,2018-11-18 15:45
72.6,-18.9,2018-11-18 15:50
72.67,-18.87,2018-11-18 15:55
72.27,-18.93,2018-11-18 16:00
72.02,-18.96,2018-11-18 16:05
